Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission
Mazda,626,1988,Coupe,23000.0,2200.0,Petrol,Manual
Hyundai,Santa FE,2016,Crossover,193842.0,2200.0,Diesel,Automatic
Toyota,Corolla,2006,Hatchback,169036.0,1400.0,Petrol,Manual
Volvo,V50,2007,Universal,238000.0,1998.0,Diesel,Manual
Audi,Q5,2012,Crossover,119475.0,2000.0,Hybrid,Automatic
Chevrolet,Captiva,2018,Crossover,50000.0,2200.0,Diesel,Automatic
Mercedes,Series (W124),1987,Sedan,252000.0,2000.0,Diesel,Manual
Volkswagen,Touareg,2004,Crossover,200000.0,2500.0,Diesel,Automatic
Skoda,Fabia RS,2010,Universal,170000.0,1200.0,Petrol,Manual
Renault,Grand Scenic,2011,Universal,156290.0,1500.0,Diesel,Manual
Renault,Modus,2006,Hatchback,266000.0,1500.0,Diesel,Manual
Hyundai,Tucson,2016,Crossover,35000.0,1600.0,Petrol,Automatic
Toyota,Corolla Verso,2009,Minivan,163000.0,2200.0,Diesel,Manual
BMW,3 Series,2001,Sedan,111111.0,2000.0,Diesel,Manual
Toyota,Prius,2012,Hatchback,270000.0,1800.0,Hybrid,Automatic
Skoda,Octavia,2017,Universal,176000.0,1500.0,Petrol,Automatic
Renault,ZOE,2014,Hatchback,85000.0,0.0,Metan/Propan,Automatic
Volkswagen,Transporter,1992,Minivan,250000.0,2400.0,Diesel,Manual
BMW,5 Series,2011,Sedan,211400.0,2000.0,Diesel,Automatic
Audi,A6,1996,Sedan,337500.0,1900.0,Diesel,Automatic
Audi,A5,2012,Coupe,98074.0,1999.0,Petrol,Automatic
Hyundai,Getz,2005,Hatchback,127000.0,1100.0,Petrol,Manual
Ford,Sierra,1990,Sedan,18000.0,1800.0,Metan/Propan,Manual
Dacia,Logan Mcv,2009,Universal,126000.0,1500.0,Diesel,Manual
Mitsubishi,Space Star,2002,Universal,150000.0,1600.0,Petrol,Manual
Volkswagen,Golf,2011,Hatchback,100000.0,1400.0,Petrol,Automatic
Volkswagen,Scirocco,2009,Hatchback,89000.0,1400.0,Petrol,Manual
Opel,Astra,2012,Universal,165060.0,1300.0,Diesel,Manual
Audi,A6,1999,Universal,392427.0,2500.0,Diesel,Manual
BMW,X5,2010,SUV,111000.0,3000.0,Petrol,Automatic
KIA,Rio,2004,Universal,157258.0,1300.0,Petrol,Manual
Mercedes,C Class,1995,Sedan,400000.0,1800.0,Petrol,Manual
KIA,Joice,2002,Minivan,34500.0,2000.0,Metan/Propan,Manual
Honda,Insight,2018,Sedan,60000.0,1500.0,Hybrid,Automatic
Mercedes,E Class,2005,Sedan,240000.0,2200.0,Diesel,Automatic
KIA,Venga,2010,Hatchback,78000.0,1400.0,Diesel,Manual
Skoda,Octavia,2013,Sedan,144000.0,1800.0,Petrol,Automatic
Mercedes,Series (W124),1994,Sedan,261457.0,2000.0,Petrol,Manual
KIA,Carnival,2020,Minivan,13000.0,2151.0,Diesel,Automatic
KIA,Rio,2011,Hatchback,169000.0,1200.0,Diesel,Manual
Opel,Vectra,1992,Sedan,220000.0,1600.0,Petrol,Manual
Ford,Transit Connect,2005,Minivan,222222.0,1400.0,Diesel,Manual
Jeep,Compass,2014,Crossover,40000.0,2400.0,Metan/Propan,Automatic
Toyota,Corolla,2005,Hatchback,220422.0,1499.0,Diesel,Manual
Mazda,CX-3,2015,Crossover,113200.0,1500.0,Diesel,Manual
Mercedes,E Class,2006,Sedan,400000.0,2200.0,Diesel,Manual
Ford,Transit Connect,2011,Combi,320000.0,1800.0,Diesel,Manual
Mitsubishi,Eclipse,1997,Coupe,198000.0,2000.0,Metan/Propan,Manual
Porsche,Cayenne,2008,Coupe,170000.0,3006.0,Petrol,Automatic
Mercedes,E Class,2004,Sedan,360000.0,2200.0,Diesel,Automatic
Renault,Scenic,2010,Minivan,166000.0,1500.0,Diesel,Manual
BMW,5 Series,2019,Sedan,13937.0,2000.0,Hybrid,Automatic
Audi,Q5,2013,Universal,190000.0,2000.0,Diesel,Automatic
Citroen,C2,2006,Coupe,215000.0,1400.0,Metan/Propan,Manual
Opel,Zafira,2012,Minivan,199000.0,1600.0,Metan/Propan,Manual
Vaz,2101,1974,SUV,100000.0,1300.0,Petrol,Manual
Renault,Megane,2005,Universal,235000.0,1500.0,Diesel,Manual
Mercedes,E Class,1993,Sedan,490000.0,2500.0,Diesel,Automatic
BMW,X3,2012,SUV,135000.0,2000.0,Diesel,Automatic
Ford,S-Max,2011,Minivan,220000.0,2000.0,Diesel,Manual
Dacia,Duster,2017,SUV,150000.0,1461.0,Diesel,Manual
Renault,Laguna,2000,Universal,9999.0,1900.0,Diesel,Manual
Dacia,Logan Mcv,2011,Universal,214567.0,1500.0,Diesel,Manual
Mercedes,E Class,1992,Sedan,350000.0,2500.0,Diesel,Manual
Volkswagen,Golf,1989,Hatchback,315062.0,1798.0,Petrol,Manual
Chevrolet,Cruze,2014,Sedan,119500.0,1400.0,Metan/Propan,Automatic
Audi,Q7,2008,Crossover,216000.0,4200.0,Petrol,Automatic
Mazda,5,2010,Minivan,246000.0,2000.0,Diesel,Manual
Toyota,Rav 4,2007,Universal,174085.0,2000.0,Metan/Propan,Automatic
Audi,S3,2015,Sedan,98000.0,1984.0,Petrol,Automatic
Volkswagen,Passat,2014,Sedan,103000.0,2000.0,Diesel,Automatic
Volkswagen,Golf,2001,Universal,280000.0,1900.0,Diesel,Manual
Volkswagen,Touran,2005,Minivan,222222.0,1900.0,Diesel,Automatic
Renault,Kangoo,2013,Universal,158000.0,1500.0,Diesel,Manual
Renault,Scenic,2014,Microvan,230000.0,1500.0,Diesel,Manual
Toyota,Land Cruiser Prado,2007,SUV,189000.0,3000.0,Diesel,Automatic
BMW,X3,2014,Crossover,195000.0,2000.0,Diesel,Automatic
Lexus,CT Series,2012,Hatchback,112000.0,1800.0,Hybrid,Automatic
Mercedes,E Class,2015,Sedan,186000.0,2200.0,Hybrid,Automatic
Ford,Focus,2007,Cabriolet,253000.0,1986.0,Diesel,Manual
Mercedes,CLK Class,1998,Coupe,340000.0,2000.0,Petrol,Automatic
Skoda,Octavia,2013,Universal,143000.0,1400.0,Petrol,Manual
BMW,5 Series,2015,Sedan,92000.0,2000.0,Petrol,Automatic
Skoda,Superb,2014,Universal,245000.0,2000.0,Diesel,Automatic
BMW,5 Series,1995,Sedan,216000.0,2000.0,Petrol,Manual
Nissan,X-Trail,2003,Crossover,185000.0,2200.0,Diesel,Manual
Opel,Vectra,1991,Sedan,203000.0,2000.0,Petrol,Manual
Renault,Clio4,2016,Hatchback,236000.0,1500.0,Diesel,Manual
Skoda,Octavia,2019,Sedan,25000.0,1400.0,Petrol,Manual
Volkswagen,Caddy,1999,Minivan,284000.0,1900.0,Diesel,Manual
Hyundai,Santa FE,2011,Crossover,181000.0,2200.0,Diesel,Automatic
Honda,Civic,2007,Sedan,216000.0,1400.0,Hybrid,Automatic
Mazda,323,1996,Hatchback,280000.0,1500.0,Petrol,Manual
Hyundai,Tucson,2008,Crossover,163000.0,2000.0,Diesel,Manual
Renault,Megane,2005,Universal,370123.0,1500.0,Diesel,Manual
Dacia,Lodgy,2017,Universal,109000.0,1461.0,Diesel,Manual
Nissan,Qashqai+2,2010,Crossover,175000.0,1500.0,Diesel,Manual
Opel,Astra,2011,Universal,195000.0,1300.0,Diesel,Manual
Dacia,Logan,2008,Universal,12345.0,1500.0,Diesel,Manual
Opel,Vectra,1998,Universal,156000.0,1600.0,Petrol,Manual
Mercedes,Vito,2013,Microvan,121266.0,2200.0,Diesel,Manual
Renault,Grand Scenic,2010,Minivan,210000.0,1500.0,Diesel,Manual
Opel,Corsa,2004,Hatchback,125000.0,1300.0,Diesel,Manual
Volkswagen,Golf,2013,Hatchback,160980.0,1400.0,Petrol,Manual
Skoda,Superb,2012,Sedan,172000.0,1800.0,Petrol,Manual
Toyota,Rav 4,2010,Crossover,176000.0,2200.0,Diesel,Automatic
Mitsubishi,Galant,2008,Sedan,232332.0,2400.0,Metan/Propan,Automatic
Volkswagen,Golf,2003,Hatchback,334583.0,1900.0,Diesel,Manual
Volvo,V60,2013,Universal,255000.0,2400.0,Plug-in Hybrid,Automatic
Toyota,Prius,2009,Universal,255000.0,1800.0,Hybrid,Automatic
Mitsubishi,Outlander,2016,Crossover,123000.0,1998.0,Plug-in Hybrid,Automatic
BMW,3 Series,2006,Sedan,200000.0,200.0,Petrol,Manual
Volkswagen,Golf,1994,Coupe,346000.0,1984.0,Petrol,Manual
Hyundai,Santa FE,2014,SUV,26500.0,2400.0,Petrol,Automatic
Toyota,Prius,2010,Hatchback,208000.0,1800.0,Petrol,Automatic
Ford,Fusion,2014,Sedan,210000.0,2000.0,Hybrid,Automatic
Toyota,Auris,2012,Hatchback,212000.0,1800.0,Hybrid,Automatic
Volkswagen,Polo,2010,Hatchback,85000.0,1200.0,Petrol,Manual
Toyota,Prius,2015,Universal,160000.0,1800.0,Hybrid,Automatic
Toyota,Avensis,2014,Universal,217000.0,2200.0,Diesel,Automatic
Toyota,Prius,2009,Hatchback,203000.0,1800.0,Petrol,Automatic
Honda,Clarity,2018,Sedan,7000.0,1500.0,Plug-in Hybrid,Automatic
Ford,Fusion,2011,Hatchback,187000.0,1400.0,Petrol,Manual
Skoda,Superb,2016,Sedan,165000.0,1600.0,Diesel,Automatic
Mercedes,E Class,2008,Sedan,150000.0,2000.0,Diesel,Automatic
Renault,Clio,2011,Universal,132000.0,1200.0,Petrol,Manual
Hyundai,Tucson,2017,Crossover,98000.0,1600.0,Petrol,Automatic
Renault,Megane,2003,Universal,300000.0,1600.0,Petrol,Manual
Nissan,Micra,1994,Hatchback,222000.0,1300.0,Petrol,Manual
BMW,3 Series,2016,Universal,220000.0,200.0,Diesel,Automatic
Audi,Q7,2007,SUV,265000.0,3000.0,Diesel,Automatic
Ford,Focus,2000,Universal,189000.0,1400.0,Petrol,Manual
Mercedes,M Class,2009,Crossover,327666.0,3000.0,Diesel,Automatic
Dacia,Duster,2014,Crossover,200000.0,1500.0,Diesel,Manual
Volkswagen,Lupo,2001,Hatchback,146000.0,1400.0,Petrol,Automatic
Toyota,Passo,2014,Hatchback,89000.0,1000.0,Petrol,Automatic
Audi,A8,1996,Sedan,415000.0,3700.0,Metan/Propan,Automatic
Hyundai,i10,2013,Hatchback,12000.0,1100.0,Petrol,Automatic
BMW,3 Series,2014,Sedan,104000.0,1996.0,Petrol,Automatic
Opel,Zafira,2006,Minivan,259000.0,1600.0,Metan/Propan,Manual
Rare,9-5,2006,Sedan,399470.0,1900.0,Diesel,Automatic
Renault,Grand Scenic,2015,Minivan,160000.0,1500.0,Diesel,Manual
Mercedes,A Class,2017,Hatchback,163900.0,1461.0,Diesel,Automatic
Opel,Astra,2000,Universal,308000.0,2000.0,Diesel,Manual
BMW,5 Series,2000,Sedan,232700.0,2171.0,Petrol,Manual
Ford,Mondeo,2005,Universal,132500.0,2000.0,Diesel,Manual
Renault,Scenic,2013,Microvan,249000.0,1500.0,Diesel,Manual
Audi,A4,2009,Sedan,28000.0,2000.0,Diesel,Manual
Ford,Focus,2007,Hatchback,140000.0,1600.0,Petrol,Manual
BMW,5 Series,2000,Universal,123456.0,2500.0,Diesel,Manual
Mercedes,S Class,2007,Sedan,270000.0,4600.0,Petrol,Automatic
Dacia,Logan,2008,Universal,188000.0,1500.0,Diesel,Manual
BMW,5 Series,2008,Sedan,330000.0,2497.0,Diesel,Automatic
Toyota,Corolla,2004,Hatchback,240000.0,1600.0,Petrol,Manual
Skoda,Superb,2010,Sedan,245000.0,1800.0,Petrol,Automatic
Renault,Scenic,2011,Minivan,291000.0,1500.0,Diesel,Manual
Toyota,Corolla,2007,Hatchback,199913.0,1400.0,Diesel,Manual
Mercedes,B Class,2016,Hatchback,180000.0,1995.0,Diesel,Manual
Dacia,Lodgy,2012,Minivan,162000.0,1500.0,Diesel,Manual
BMW,5 Series,2015,Sedan,165000.0,2000.0,Petrol,Automatic
Ford,Mondeo,2016,Sedan,167000.0,1500.0,Diesel,Manual
Audi,Q7,2011,Crossover,170000.0,3000.0,Petrol,Automatic
Volkswagen,Passat CC,2011,Sedan,138000.0,2000.0,Petrol,Manual
Citroen,DS5,2015,Hatchback,133200.0,2000.0,Diesel,Automatic
Nissan,Almera Tino,2004,Universal,206000.0,1800.0,Petrol,Manual
Volkswagen,Golf Plus,2009,Microvan,220000.0,1900.0,Diesel,Automatic
Hyundai,i30,2014,Minivan,172000.0,1400.0,Diesel,Manual
Mercedes,GLC Coupe,2019,SUV,10000.0,2000.0,Diesel,Automatic
Ford,Focus,2016,Universal,158700.0,1500.0,Diesel,Manual
Renault,Scenic,2014,Minivan,160000.0,1500.0,Diesel,Manual
Mercedes,E Class,2011,Sedan,177863.0,1796.0,Metan/Propan,Automatic
Mercedes,GLA,2016,SUV,40000.0,2200.0,Diesel,Automatic
Mercedes,C-Class Coupe,2014,Coupe,50000.0,1843.0,Petrol,Automatic
Dacia,Duster,2012,Crossover,230000.0,1500.0,Diesel,Manual
BMW,5 Series,2020,Sedan,4690.0,1999.0,Diesel,Automatic
Toyota,Urban Cruiser,2009,Crossover,300000.0,1400.0,Diesel,Manual
Nissan,Frontier,2007,Pickup,103000.0,2500.0,Metan/Propan,Automatic
Volkswagen,Golf,1992,Hatchback,217000.0,1300.0,Petrol,Manual
Honda,Insight,2010,Universal,258321.0,1300.0,Hybrid,Automatic
Hyundai,NF Sonata,2006,Sedan,124700.0,2000.0,Diesel,Automatic
Hyundai,Altele,2019,SUV,76000.0,2199.0,Diesel,Automatic
BMW,5 Series,1995,Sedan,450000.0,1991.0,Petrol,Manual
Skoda,Octavia,2013,Minivan,226021.0,1800.0,Petrol,Automatic
Hyundai,Tucson,2017,Crossover,55000.0,2000.0,Petrol,Automatic
KIA,Cerato,2006,Hatchback,160000.0,1600.0,Petrol,Manual
Porsche,Cayenne,2016,Crossover,40000.0,3000.0,Plug-in Hybrid,Automatic
Land Rover,Range Rover Velar,2019,Crossover,33214.0,2000.0,Petrol,Automatic
Peugeot,Altele,2003,Minivan,338344.0,2800.0,Diesel,Manual
Renault,Kangoo,2014,Minivan,161000.0,1500.0,Diesel,Manual
Mazda,CX-5,2012,Crossover,74000.0,2200.0,Diesel,Automatic
Hyundai,Kona,2018,Crossover,100000.0,0.0,Electric,Automatic
Audi,Q5,2012,Crossover,150000.0,200.0,Petrol,Automatic
Opel,Vectra,1994,Sedan,123456.0,2000.0,Petrol,Manual
Toyota,Rav 4,2004,SUV,200000.0,2000.0,Metan/Propan,Automatic
Renault,Grand Scenic,2016,Minivan,192279.0,1500.0,Diesel,Automatic
BMW,3 Series,2005,Sedan,280294.0,2000.0,Diesel,Automatic
Audi,80,1993,Universal,277700.0,2600.0,Metan/Propan,Manual
Dacia,Sandero,2012,Hatchback,143000.0,1200.0,Petrol,Manual
Mini,Cooper S,2018,Cabriolet,38000.0,2000.0,Petrol,Automatic
Hyundai,i30,2017,Hatchback,30000.0,1000.0,Petrol,Manual
Skoda,Fabia,2012,Universal,153000.0,1200.0,Diesel,Manual
Jeep,Grand Cherokee,2004,SUV,168000.0,2700.0,Diesel,Automatic
Dacia,Logan,2009,Universal,260000.0,1461.0,Diesel,Manual
Mercedes,E Class,2014,Sedan,268000.0,1999.0,Metan/Propan,Automatic
Lexus,GS Series,2010,Sedan,123000.0,3000.0,Petrol,Automatic
Renault,Clio,1996,Hatchback,1111.0,1200.0,Petrol,Manual
Volkswagen,Passat,2009,Sedan,125000.0,1800.0,Petrol,Manual
Dacia,Logan,2007,Sedan,339000.0,1598.0,Petrol,Manual
Toyota,Prius,2012,Sedan,177081.0,1800.0,Hybrid,Automatic
Toyota,Yaris,2009,Hatchback,218000.0,1400.0,Diesel,Manual
Toyota,Yaris,2014,Hatchback,56000.0,1500.0,Hybrid,Automatic
Jeep,Wrangler,2020,SUV,2700.0,2200.0,Diesel,Automatic
Chevrolet,Volt,2012,Hatchback,150000.0,1400.0,Plug-in Hybrid,Automatic
Mercedes,CLK Class,2003,Cabriolet,185000.0,2300.0,Petrol,Automatic
Opel,Zafira,2004,Minivan,400000.0,1600.0,Metan/Propan,Manual
Infiniti,QX60,2014,SUV,100050.0,2488.0,Hybrid,Automatic
Hyundai,Matrix,2006,Minivan,284325.0,1500.0,Diesel,Manual
Mercedes,S Class,2002,Sedan,280000.0,3200.0,Diesel,Automatic
Ford,Mondeo,2018,Sedan,162200.0,1500.0,Diesel,Manual
Rover,45,2003,Sedan,260000.0,1600.0,Metan/Propan,Manual
Land Rover,Range Rover Evoque,2015,SUV,120000.0,2200.0,Diesel,Automatic
Volkswagen,Jetta,2011,Sedan,170000.0,1200.0,Petrol,Manual
BMW,5 Series,2002,Sedan,293000.0,2500.0,Diesel,Automatic
Volkswagen,Golf,2003,Hatchback,230000.0,1600.0,Petrol,Automatic
Toyota,Rav 4,2020,SUV,9000.0,2500.0,Hybrid,Automatic
Volkswagen,Jetta,2013,Sedan,175000.0,1400.0,Hybrid,Automatic
Renault,Talisman,2018,Sedan,108000.0,1500.0,Diesel,Manual
Porsche,Cayman,2017,Coupe,30871.0,2000.0,Petrol,Automatic
BMW,5 Series,2009,Sedan,211000.0,2000.0,Diesel,Automatic
Audi,80,1994,Sedan,320000.0,1600.0,Petrol,Manual
Volkswagen,Touran,2011,Microvan,190000.0,1400.0,Metan/Propan,Automatic
Mercedes,E Class,2009,Sedan,265000.0,2200.0,Diesel,Automatic
Volkswagen,Caddy,2007,Minivan,263236.0,1900.0,Diesel,Manual
Mercedes,S Class,2000,Sedan,190000.0,4000.0,Diesel,Automatic
Toyota,Camry,2015,Sedan,205601.0,2500.0,Hybrid,Automatic
Dacia,Dokker,2017,Combi,124000.0,1500.0,Diesel,Manual
Toyota,Avensis,2005,Universal,227000.0,200.0,Diesel,Manual
Ford,Fusion,2008,Hatchback,220000.0,1400.0,Diesel,Manual
Rover,800 Series,1996,Sedan,200000.0,2500.0,Diesel,Manual
Toyota,Prius,2011,Hatchback,171638.0,1800.0,Hybrid,Automatic
Toyota,Avensis,2013,Sedan,100000.0,1800.0,Petrol,Manual
BMW,X5,2017,Crossover,93905.0,2993.0,Diesel,Automatic
Toyota,Rav 4,2018,Crossover,34755.0,2500.0,Hybrid,Automatic
Volkswagen,Jetta,2019,Sedan,15200.0,1400.0,Petrol,Automatic
Renault,Grand Scenic,2012,Minivan,185000.0,1500.0,Diesel,Automatic
BMW,7 Series,2007,Sedan,330000.0,3000.0,Diesel,Automatic
Renault,Captur,2019,Crossover,23843.0,900.0,Petrol,Manual
Rover,45,2002,Sedan,97000.0,1400.0,Petrol,Manual
Mercedes,E Class,2001,Sedan,250000.0,2200.0,Diesel,Automatic
BMW,6 Series,2004,Cabriolet,100000.0,4500.0,Petrol,Automatic
BMW,X7,2019,Crossover,23028.0,3000.0,Petrol,Automatic
Ford,Fiesta,2005,Hatchback,108000.0,1300.0,Petrol,Manual
Mercedes,E Class,2001,Sedan,213000.0,2700.0,Diesel,Manual
Volvo,V50,2005,Universal,370500.0,2000.0,Diesel,Manual
Chevrolet,Nubira,2007,Universal,220000.0,1800.0,Metan/Propan,Manual
Renault,Kadjar,2016,SUV,145000.0,1500.0,Diesel,Automatic
Volkswagen,Bora,2000,Sedan,317000.0,1600.0,Petrol,Manual
Hyundai,Santa FE,2007,SUV,290000.0,2188.0,Diesel,Automatic
Skoda,Octavia,2014,Sedan,204006.0,1798.0,Petrol,Automatic
Mercedes,GLC,2017,Crossover,57000.0,2000.0,Petrol,Automatic
Toyota,Rav 4,2014,Crossover,45000.0,2000.0,Petrol,Automatic
Ford,Fusion,2013,Sedan,150000.0,2000.0,Hybrid,Automatic
Opel,Ascona,1987,Sedan,200000.0,1600.0,Petrol,Manual
Toyota,Avalon,2013,Sedan,160000.0,2500.0,Hybrid,Automatic
Volvo,V70,2001,Universal,159600.0,2400.0,Petrol,Automatic
Volkswagen,Transporter,2009,Microvan,200000.0,2000.0,Diesel,Manual
KIA,Sportage,2016,Crossover,23000.0,2000.0,Diesel,Automatic
Volkswagen,Polo,2000,Hatchback,264000.0,1400.0,Petrol,Manual
Mercedes,Vito,1999,Microvan,396300.0,2200.0,Diesel,Manual
Renault,Megane,2005,Universal,224000.0,1500.0,Diesel,Manual
Volvo,XC90,2005,Crossover,364555.0,2401.0,Diesel,Automatic
Volkswagen,Passat,2009,Universal,22000.0,1400.0,Metan/Propan,Automatic
Dacia,Logan Mcv,2014,Universal,178021.0,1500.0,Diesel,Manual
Lexus,NX Series,2015,Crossover,148460.0,2494.0,Hybrid,Automatic
Volkswagen,Golf,2016,Hatchback,80000.0,100.0,Electric,Automatic
Toyota,Prius,2018,Hatchback,38531.0,1800.0,Hybrid,Automatic
Honda,Civic,2016,Coupe,50000.0,1500.0,Petrol,Automatic
Dacia,Sandero Stepway,2013,Hatchback,168721.0,900.0,Petrol,Manual
Skoda,Fabia,2012,Universal,211000.0,1200.0,Diesel,Manual
Nissan,Primera,1996,Sedan,302000.0,2000.0,Metan/Propan,Manual
Toyota,Prius v,2012,Universal,150000.0,1800.0,Hybrid,Automatic
Renault,Megane,2005,Universal,380000.0,1500.0,Diesel,Manual
Hyundai,Santa FE,2018,SUV,26029.0,2200.0,Diesel,Automatic
Volkswagen,Sharan,2011,Minivan,195000.0,2000.0,Diesel,Automatic
Nissan,Sunny,1992,Universal,200000.0,1600.0,Petrol,Manual
Skoda,Fabia,2004,Combi,300000.0,1400.0,Diesel,Manual
Skoda,Fabia,2004,Universal,270000.0,1400.0,Petrol,Manual
Renault,Kadjar,2016,SUV,96900.0,1500.0,Diesel,Automatic
Volkswagen,Passat,2009,Universal,210906.0,1400.0,Metan/Propan,Automatic
Volvo,XC60,2011,Crossover,178000.0,2400.0,Diesel,Automatic
BMW,5 Series,2008,Sedan,320000.0,2500.0,Diesel,Automatic
Audi,100,1984,Universal,384352.0,1800.0,Petrol,Manual
Peugeot,301,2015,Sedan,230000.0,1200.0,Petrol,Manual
Rare,BS6,2008,Pickup,4444.0,2400.0,Petrol,Manual
KIA,Ceed,2008,Hatchback,203900.0,1396.0,Petrol,Manual
Renault,Megane,2006,Universal,190000.0,1500.0,Diesel,Manual
Audi,A6,2005,Cabriolet,230000.0,3000.0,Diesel,Automatic
KIA,Sephia,2004,Sedan,214567.0,1600.0,Metan/Propan,Manual
Skoda,Yeti,2011,SUV,210000.0,1200.0,Petrol,Manual
Fiat,Panda,2010,Hatchback,86000.0,1108.0,Petrol,Manual
Mercedes,A Class,2004,Minivan,198653.0,1600.0,Petrol,Manual
Mercedes,E Class,2007,Sedan,279000.0,2200.0,Diesel,Automatic
Fiat,Albea,2006,Sedan,200000.0,1200.0,Metan/Propan,Manual
Subaru,Trezia,2012,Hatchback,168454.0,1400.0,Diesel,Manual
Renault,Megane,2013,Universal,182000.0,1500.0,Diesel,Manual
Mercedes,GLK Class,2011,Crossover,192000.0,2143.0,Diesel,Automatic
Toyota,Corolla,2006,Hatchback,158888.0,1400.0,Diesel,Manual
Mercedes,CLK Class,2000,Cabriolet,146000.0,2000.0,Petrol,Manual
Volkswagen,Vento,1993,Sedan,20165.0,1800.0,Metan/Propan,Manual
Toyota,Auris,2009,Hatchback,212000.0,1400.0,Diesel,Manual
Volkswagen,Golf,1999,Hatchback,198000.0,1600.0,Petrol,Automatic
Citroen,Jumpy,2012,Minivan,187000.0,2000.0,Diesel,Manual
Renault,Megane,2010,Hatchback,202934.0,1500.0,Diesel,Manual
Nissan,Juke,2011,Crossover,207210.0,1500.0,Diesel,Manual
Skoda,Octavia RS,2007,Sedan,219020.0,2000.0,Petrol,Manual
Volkswagen,Caravelle,2013,Minivan,87000.0,2000.0,Diesel,Manual
Volkswagen,Polo,2010,Hatchback,110000.0,1395.0,Petrol,Manual
Audi,A4,2015,Sedan,95000.0,2000.0,Petrol,Automatic
Toyota,Camry,2016,Sedan,63000.0,2500.0,Hybrid,Automatic
Opel,Vectra,1993,Sedan,123456.0,1600.0,Petrol,Manual
Toyota,Land Cruiser,2013,SUV,180000.0,4500.0,Diesel,Automatic
Opel,Astra,2006,Hatchback,111111.0,1699.0,Diesel,Manual
Renault,Scenic,2015,Microvan,185480.0,1461.0,Diesel,Manual
Volkswagen,Golf,2015,Universal,210000.0,2000.0,Diesel,Automatic
Volvo,XC90,2017,Crossover,80941.0,2000.0,Plug-in Hybrid,Automatic
Renault,Kangoo,2015,Minivan,113000.0,1500.0,Diesel,Manual
Ford,Escape,2016,Crossover,164000.0,2000.0,Petrol,Automatic
Renault,Laguna,2004,Sedan,198000.0,1800.0,Petrol,Manual
Opel,Astra,2008,Universal,156300.0,1400.0,Petrol,Manual
Renault,Grand Scenic,2011,Minivan,143000.0,1500.0,Diesel,Manual
BMW,X3,2014,SUV,132000.0,1996.0,Petrol,Automatic
Toyota,Yaris,2014,Hatchback,202650.0,1497.0,Hybrid,Automatic
Chevrolet,Spark,2013,Hatchback,56983.0,1000.0,Petrol,Manual
BMW,7 Series,2005,Sedan,242000.0,2993.0,Diesel,Automatic
Mercedes,GLE Coupe,2017,Coupe,113000.0,2998.0,Petrol,Automatic
Renault,Megane,2011,Sedan,171000.0,1500.0,Diesel,Manual
Mercedes,E Class,2012,Sedan,241777.0,1800.0,Metan/Propan,Automatic
Mercedes,CLS Class,2013,Sedan,108000.0,3000.0,Diesel,Automatic
Mitsubishi,Outlander,2014,Crossover,150000.0,2000.0,Plug-in Hybrid,Automatic
Mazda,2,2007,Hatchback,2222.0,1400.0,Diesel,Automatic
Nissan,Qashqai,2012,Crossover,115000.0,1500.0,Diesel,Manual
Opel,Combo,2010,Universal,123000.0,1700.0,Diesel,Manual
Ford,Transit Connect,2010,Combi,257000.0,1800.0,Diesel,Manual
Opel,Astra,2013,Universal,70000.0,1400.0,Metan/Propan,Manual
Renault,Grand Scenic,2013,Microvan,173000.0,1461.0,Diesel,Manual
Nissan,Qashqai,2010,Crossover,173000.0,1600.0,Petrol,Manual
Toyota,Auris,2013,Universal,189000.0,1800.0,Hybrid,Automatic
Renault,Scenic,2011,Minivan,200000.0,1500.0,Diesel,Manual
Honda,Jazz,2007,Sedan,385000.0,1400.0,Petrol,Manual
BMW,X5,2006,SUV,199000.0,3000.0,Diesel,Manual
Skoda,Fabia,2016,Universal,49000.0,1200.0,Petrol,Manual
Vaz,2121niva,2004,Minivan,58150.0,1700.0,Petrol,Manual
Volkswagen,Multivan,2005,Microvan,310000.0,2500.0,Diesel,Manual
Volkswagen,Touran,2012,Minivan,202781.0,1400.0,Petrol,Automatic
Audi,A6,2012,Sedan,148304.0,2000.0,Petrol,Automatic
Volkswagen,Touran,2014,Crossover,180000.0,1400.0,Petrol,Automatic
Volkswagen,Caddy,2006,Minivan,220000.0,1999.0,Metan/Propan,Manual
Nissan,Qashqai,2015,Crossover,198000.0,1500.0,Diesel,Manual
Hyundai,H200,2004,Minivan,277139.0,2500.0,Diesel,Manual
Seat,Leon,2013,Hatchback,136000.0,1400.0,Petrol,Manual
Hyundai,i30,2013,Universal,190000.0,1400.0,Diesel,Manual
Volkswagen,Transporter,2005,Minivan,256010.0,2461.0,Diesel,Manual
Opel,Astra,1995,Universal,222222.0,1700.0,Diesel,Manual
Skoda,Octavia,2010,Sedan,190533.0,1600.0,Petrol,Manual
Mini,Cooper,2007,Hatchback,229867.0,1600.0,Diesel,Manual
Toyota,Avensis,2014,Universal,123000.0,1800.0,Petrol,Manual
Mercedes,Vito,2013,Minivan,220000.0,2200.0,Diesel,Manual
Volvo,XC90,2007,Crossover,289000.0,2401.0,Petrol,Automatic
Volkswagen,Passat,2000,Sedan,371000.0,1600.0,Petrol,Manual
Dacia,Logan Mcv,2007,Universal,356987.0,1461.0,Diesel,Manual
